country,ticker,last_close,sma50,sma200,above_both
USA,^GSPC,7631.47,7565.89,7122.52,True
Eurozona,^STOXX50E,6420.16,6363.65,5995.3,True
Reino_Unido,^FTSE,10792.5,10683.36,10326.81,True
Alemania,^GDAXI,26258.11,25575.53,24609.44,True
Francia,^FCHI,8334.5,8461.7,8229.03,False
Espana,^IBEX,,,,False
Suiza,^SSMI,14286.43,14338.57,13471.15,False
Japon,^N225,66311.93,67183.05,58619.06,False
China_onshore,000001.SS,,,,False
China_HK,^HSI,25566.99,24814.02,25686.15,False
India,^BSESN,76957.27,77458.41,79540.64,False
Brasil,^BVSP,179722.48,173303.07,174846.68,True
Mexico,^MXX,64514.25,66272.39,67069.33,False
Canada,^GSPTSE,35825.73,35700.6,33657.49,True
Australia,^AXJO,9076.0,8950.4,8798.48,True
Corea_Sur,^KS11,6820.02,7160.05,5996.37,False
Taiwan,^TWII,46128.47,44933.1,36782.28,True
Indonesia,^JKSE,6525.48,6171.71,7406.77,False
Singapur,^STI,5755.36,5518.15,5014.78,True
Turquia,XU100.IS,14334.1,14133.95,13257.21,True
Argentina,^MERV,3049454.5,3150623.11,2999461.74,False
